YEAR,MAKE,MODEL,VEHICLE_CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL_CONSUMPTION_1,FUEL_CONSUMPTION_2,FUEL_CONSUMPTION_3,FUEL_CONSUMPTION_4,CO2_EMISSIONS
2000,NISSAN,PICKUP TRUCK - STANDARD,3.3,6,M5,X,16.2,13.9,15.2,19,350
2000,NISSAN,MID-SIZE,3,6,A4,X,13.4,9.3,11.5,25,265
2000,NISSAN,MID-SIZE,3,6,M5,X,12.3,9.4,11,26,253
2000,NISSAN,SUV,3.3,6,A4,X,17.3,13.6,15.7,18,361
2000,NISSAN,SUV,3.3,6,M5,X,16.5,14.3,15.5,18,357
2000,NISSAN,MINIVAN,3.3,6,A4,X,15.5,10.6,13.3,21,306
2000,NISSAN,SUV,2.4,4,M5,X,14.2,10.9,12.7,22,292
2000,NISSAN,SUV,3.3,6,A4,X,16.5,13,14.9,19,343
2000,NISSAN,SUV,3.3,6,M5,X,15.9,13.4,14.7,19,338
2000,NISSAN,SUV,3.3,6,A4,X,17.3,13.7,15.7,18,361
2000,NISSAN,SUV,3.3,6,M5,X,16.2,13.9,15.2,19,350
2000,OLDSMOBILE,COMPACT,2.4,4,A4,X,12.1,8.5,10.5,27,242
2000,OLDSMOBILE,COMPACT,2.4,4,M5,X,12.5,8.3,10.6,27,244
2000,OLDSMOBILE,COMPACT,3.4,6,A4,X,13.6,8.7,11.4,25,262
2000,OLDSMOBILE,MID-SIZE,3.5,6,A4,X,14.7,9.5,12.3,23,283
2000,OLDSMOBILE,MINIVAN,3.4,6,A4,X,14,9.9,12.2,23,281
2000,PLYMOUTH,SUBCOMPACT,3.5,6,AS4,Z,15.4,11,13.4,21,308
2000,PONTIAC,FULL-SIZE,3.8,6,A4,X,14.4,9.1,12,24,276
2000,PONTIAC,FULL-SIZE,3.8,6,A4,Z,15.1,9.5,12.6,22,290
2000,PONTIAC,SUBCOMPACT,3.8,6,A4,X,13.9,8.9,11.7,24,269
2000,PONTIAC,SUBCOMPACT,3.8,6,M5,X,13.8,8.7,11.5,25,265
2000,PONTIAC,SUBCOMPACT,5.7,8,A4,Z,14.9,10.7,13,22,299
2000,PONTIAC,SUBCOMPACT,5.7,8,M6,Z,14.9,9.8,12.6,22,290
2000,PONTIAC,SUBCOMPACT,1,3,M5,X,7.1,5.5,6.4,44,147
2000,PONTIAC,SUBCOMPACT,1.3,4,A3,X,9.1,7.4,8.3,34,191
2000,PONTIAC,SUBCOMPACT,1.3,4,M5,X,7.6,5.9,6.8,42,156
2000,PONTIAC,COMPACT,2.4,4,A4,X,12.1,8.5,10.5,27,242
2000,PONTIAC,COMPACT,2.4,4,M5,X,12.5,8.3,10.6,27,244
2000,PONTIAC,COMPACT,3.4,6,A4,X,13.6,8.7,11.4,25,262
2000,PONTIAC,MID-SIZE,3.1,6,A4,X,13.1,8.7,11.1,25,255
2000,PONTIAC,MID-SIZE,3.8,6,A4,X,13.5,8.8,11.4,25,262
2000,PONTIAC,MID-SIZE,3.8,6,A4,Z,15,9.4,12.5,23,288
2000,PONTIAC,MINIVAN,3.4,6,A4,X,14,9.9,12.2,23,281
2000,PONTIAC,SUBCOMPACT,2.2,4,A3,X,11.8,8.9,10.5,27,242
2000,PONTIAC,SUBCOMPACT,2.2,4,A4,X,11.6,8.2,10.1,28,232
2000,PONTIAC,SUBCOMPACT,2.2,4,M5,X,12.2,7.8,10.2,28,235
2000,PONTIAC,SUBCOMPACT,2.4,4,A4,X,12.5,8.8,10.8,26,248
2000,PONTIAC,SUBCOMPACT,2.4,4,M5,X,12.1,7.8,10.2,28,235
2000,PORSCHE,MINICOMPACT,3.4,6,AS5,Z,16,10.2,13.4,21,308
2000,PORSCHE,MINICOMPACT,3.4,6,M6,Z,15.4,10.2,13.1,22,301
2000,PORSCHE,MINICOMPACT,3.4,6,AS5,Z,16,10.6,13.6,21,313
2000,PORSCHE,MINICOMPACT,3.4,6,M6,Z,15.7,10.9,13.5,21,311
2000,PORSCHE,TWO-SEATER,2.7,6,AS5,Z,15.3,10.3,13.1,22,301
2000,PORSCHE,TWO-SEATER,2.7,6,M5,Z,15,10.4,12.9,22,297
2000,PORSCHE,TWO-SEATER,3.2,6,AS5,Z,15.9,10.6,13.5,21,311
2000,PORSCHE,TWO-SEATER,3.2,6,M6,Z,15,10.1,12.8,22,294
2000,SAAB,MID-SIZE,2,4,A4,X,13.4,10.1,11.9,24,274
2000,SAAB,MID-SIZE,2,4,M5,X,12.9,8.9,11.1,25,255
2000,SAAB,MID-SIZE,2.3,4,M5,X,13.1,8.8,11.2,25,258
2000,SAAB,FULL-SIZE,2.3,4,A4,X,13.9,9.7,12,24,276
2000,SAAB,FULL-SIZE,2.3,4,M5,X,13.2,8.9,11.3,25,260
2000,SAAB,FULL-SIZE,3,6,A4,X,14.3,9.8,12.3,23,283
2000,SAAB,STATION WAGON - MID-SIZE,2.3,4,A4,X,13.9,9.7,12,24,276
2000,SAAB,STATION WAGON - MID-SIZE,2.3,4,M5,X,13.2,8.9,11.3,25,260
2000,SAAB,STATION WAGON - MID-SIZE,3,6,A4,X,14.3,9.8,12.3,23,283
2000,SATURN,MID-SIZE,2.2,4,A4,X,11.9,8.6,10.4,27,239
2000,SATURN,MID-SIZE,2.2,4,M5,X,12.2,7.8,10.2,28,235
2000,SATURN,MID-SIZE,3,6,A4,X,13.3,9.7,11.7,24,269
2000,SATURN,STATION WAGON - MID-SIZE,2.2,4,A4,X,12.1,8.8,10.6,27,244
2000,SATURN,STATION WAGON - MID-SIZE,3,6,A4,X,13.3,9.7,11.7,24,269
2000,SATURN,SUBCOMPACT,1.9,4,A4,X,10.1,7.1,8.7,32,200
2000,SATURN,SUBCOMPACT,1.9,4,M5,X,9.8,6.5,8.3,34,191
2000,SATURN,SUBCOMPACT,1.9,4,A4,X,10.6,7.1,9,31,207
2000,SATURN,SUBCOMPACT,1.9,4,M5,X,10.3,6.8,8.8,32,202
2000,SATURN,COMPACT,1.9,4,A4,X,10.1,6.8,8.6,33,198
2000,SATURN,COMPACT,1.9,4,M5,X,9.3,6.4,8,35,184
2000,SATURN,COMPACT,1.9,4,A4,X,10.6,7.1,9,31,207
2000,SATURN,COMPACT,1.9,4,M5,X,10.3,6.8,8.8,32,202
2000,SATURN,STATION WAGON - SMALL,1.9,4,A4,X,10.6,7.1,9,31,207
2000,SATURN,STATION WAGON - SMALL,1.9,4,M5,X,10.3,6.8,8.8,32,202
2000,SUBARU,SUV,2.5,4,A4,X,12.2,8.8,10.7,26,246
2000,SUBARU,SUV,2.5,4,M5,X,12.5,8.8,10.8,26,248
2000,SUBARU,SUBCOMPACT,2.2,4,A4,X,11.7,8.8,10.4,27,239
2000,SUBARU,SUBCOMPACT,2.2,4,M5,X,11.8,8.8,10.5,27,242
2000,SUBARU,SUBCOMPACT,2.5,4,A4,X,11.8,9,10.6,27,244
2000,SUBARU,SUBCOMPACT,2.5,4,M5,X,12.8,9.3,11.2,25,258
2000,SUBARU,STATION WAGON - SMALL,2.2,4,A4,X,11.7,8.8,10.4,27,239
2000,SUBARU,STATION WAGON - SMALL,2.2,4,M5,X,11.8,8.8,10.5,27,242
2000,SUBARU,COMPACT,2.5,4,A4,X,12.2,9.5,11,26,253
2000,SUBARU,COMPACT,2.5,4,M5,X,12.5,9.3,11,26,253
2000,SUBARU,STATION WAGON - MID-SIZE,2.5,4,A4,X,12.2,9.6,11.1,25,255
2000,SUBARU,STATION WAGON - MID-SIZE,2.5,4,M5,X,12.5,9.3,11,26,253
2000,SUZUKI,SUBCOMPACT,1.6,4,A4,X,9.9,7.6,8.9,32,205
2000,SUZUKI,SUBCOMPACT,1.6,4,M5,X,8.8,6.8,7.9,36,182
2000,SUZUKI,STATION WAGON - SMALL,1.8,4,A4,X,10.3,7.5,9.1,31,209
2000,SUZUKI,STATION WAGON - SMALL,1.8,4,M5,X,9.6,7.2,8.5,33,196
2000,SUZUKI,SUV,2.5,6,A4,X,14.2,12,13.2,21,304
2000,SUZUKI,SUV,2.5,6,M5,X,13.8,11.4,12.8,22,294
2000,SUZUKI,SUBCOMPACT,1.3,4,A3,X,9.1,7.4,8.3,34,191
2000,SUZUKI,SUBCOMPACT,1.3,4,M5,X,7.6,5.9,6.8,42,156
2000,SUZUKI,SUV,2,4,A4,X,11.7,9.9,10.9,26,251
2000,SUZUKI,SUV,2,4,M5,X,11.8,10.1,11,26,253
2000,SUZUKI,SUV,1.6,4,M5,X,10.5,9,9.9,29,228
2000,SUZUKI,SUV,2,4,A4,X,11.7,10.1,11,26,253
2000,SUZUKI,SUV,2,4,M5,X,11.8,10.2,11.1,25,255
2000,TOYOTA,SUV,2.7,4,A4,X,14.2,11.8,13.1,22,301
2000,TOYOTA,SUV,2.7,4,M5,X,15.4,12.1,13.9,20,320
2000,TOYOTA,SUV,3.4,6,A4,X,15.7,13,14.5,19,334
2000,TOYOTA,SUV,3.4,6,M5,X,15.7,12.7,14.4,20,331
2000,TOYOTA,FULL-SIZE,3,6,A4,X,12.7,8.8,10.9,26,251
2000,TOYOTA,MID-SIZE,2.2,4,A4,X,11.8,8.7,10.4,27,239
2000,TOYOTA,MID-SIZE,2.2,4,M5,X,11.4,8.1,9.9,29,228
2000,TOYOTA,MID-SIZE,3,6,A4,X,13.4,9.4,11.6,24,267
2000,TOYOTA,COMPACT,2.2,4,A4,X,11.8,8.7,10.4,27,239
2000,TOYOTA,COMPACT,3,6,A4,X,13.4,9.4,11.6,24,267
2000,TOYOTA,COMPACT,3,6,M5,X,12.7,9,11,26,253
2000,TOYOTA,SUBCOMPACT,3,6,A4,X,14,9.7,12.1,23,278
2000,TOYOTA,SUBCOMPACT,1.8,4,A4,X,10.1,7.4,8.9,32,205
2000,TOYOTA,SUBCOMPACT,1.8,4,AS4,Z,11.6,8.7,10.3,27,237
2000,TOYOTA,SUBCOMPACT,1.8,4,M5,X,10,7.9,9.1,31,209
2000,TOYOTA,SUBCOMPACT,1.8,4,M6,Z,11.6,8.1,10,28,230
2000,TOYOTA,COMPACT,1.8,4,A4,X,9.3,7,8.2,34,189
2000,TOYOTA,COMPACT,1.8,4,M5,X,8.7,6.7,7.8,36,179
2000,TOYOTA,COMPACT,1.5,4,A4,X,8.6,6.7,7.8,36,179
2000,TOYOTA,COMPACT,1.5,4,M5,X,8.2,6.6,7.5,38,173
2000,TOYOTA,SUV,2,4,A4,X,11.3,8.8,10.2,28,235
2000,TOYOTA,SUV,2,4,M5,X,11.2,8.8,10.1,28,232
2000,TOYOTA,SUV,2,4,A4,X,12.2,9.8,11.2,25,258
2000,TOYOTA,SUV,2,4,M5,X,12.1,10.2,11.2,25,258
2000,TOYOTA,SUV,2,4,A4,X,11.3,8.8,10.2,28,235
2000,TOYOTA,SUV,2,4,M5,X,11.2,8.8,10.1,28,232
2000,TOYOTA,SUV,2,4,A4,X,11.8,9.8,10.9,26,251
2000,TOYOTA,SUV,2,4,M5,X,11.9,9.8,11,26,253
2000,TOYOTA,MINIVAN,3,6,A4,X,14.3,10.4,12.5,23,288
2000,TOYOTA,PICKUP TRUCK - STANDARD,2.4,4,A4,X,12.6,10.4,11.6,24,267
2000,TOYOTA,PICKUP TRUCK - STANDARD,2.4,4,M5,X,12.2,9.5,11,26,253
2000,TOYOTA,PICKUP TRUCK - STANDARD,2.7,4,A4,X,14,12,13.1,22,301
2000,TOYOTA,PICKUP TRUCK - STANDARD,3.4,6,A4,X,15.3,12.7,14.1,20,324
2000,TOYOTA,PICKUP TRUCK - STANDARD,2.7,4,A4,X,14.2,11.8,13.1,22,301
2000,TOYOTA,PICKUP TRUCK - STANDARD,2.7,4,M5,X,15.7,12.6,14.3,20,329
2000,TOYOTA,PICKUP TRUCK - STANDARD,3.4,6,A4,X,15.2,12.8,14.1,20,324
2000,TOYOTA,PICKUP TRUCK - STANDARD,3.4,6,M5,X,15.7,12.7,14.4,20,331
2000,TOYOTA,PICKUP TRUCK - STANDARD,3.4,6,A4,X,15.7,12.8,14.4,20,331
2000,TOYOTA,PICKUP TRUCK - STANDARD,3.4,6,M5,X,16,13,14.6,19,336
2000,TOYOTA,PICKUP TRUCK - STANDARD,4.7,8,A4,X,17.3,13.9,15.8,18,363
2000,TOYOTA,PICKUP TRUCK - STANDARD,3.4,6,A4,X,17.2,14.4,16,18,368
2000,TOYOTA,PICKUP TRUCK - STANDARD,3.4,6,M5,X,17.1,14.2,15.8,18,363
2000,TOYOTA,PICKUP TRUCK - STANDARD,4.7,8,A4,X,18.2,14.7,16.6,17,382
2000,VOLKSWAGEN,SUBCOMPACT,2,4,A4,X,12.6,9.1,11,26,253
2000,VOLKSWAGEN,SUBCOMPACT,2,4,M5,X,11.2,8.5,10,28,230
2000,VOLKSWAGEN,MINIVAN,2.8,6,A4,X,17.6,12.9,15.5,18,357
2000,VOLKSWAGEN,MINIVAN,2.8,6,A4,X,18.6,13.5,16.3,17,375
2000,VOLKSWAGEN,COMPACT,1.8,4,A4,Z,12.1,9.3,10.8,26,248
2000,VOLKSWAGEN,COMPACT,1.8,4,M5,Z,11.1,8.3,9.8,29,225
2000,VOLKSWAGEN,COMPACT,2,4,A4,X,11.9,9,10.6,27,244
2000,VOLKSWAGEN,COMPACT,2,4,M5,X,11.2,8.3,9.9,29,228
2000,VOLKSWAGEN,COMPACT,1.9,4,A4,D,8.1,5.8,7.1,40,192
2000,VOLKSWAGEN,COMPACT,1.9,4,M5,D,6.7,5.4,6.1,46,165
2000,VOLKSWAGEN,COMPACT,1.8,4,M5,Z,11.1,8.3,9.8,29,225
2000,VOLKSWAGEN,COMPACT,2,4,A4,X,11.9,9,10.6,27,244
2000,VOLKSWAGEN,COMPACT,2,4,M5,X,11.2,8.3,9.9,29,228
2000,VOLKSWAGEN,COMPACT,2.8,6,M5,X,13.2,9,11.3,25,260
2000,VOLKSWAGEN,COMPACT,1.8,4,A4,Z,12.1,9.3,10.8,26,248
2000,VOLKSWAGEN,COMPACT,1.8,4,M5,Z,11.1,8.3,9.8,29,225
2000,VOLKSWAGEN,COMPACT,2,4,A4,X,11.9,9,10.6,27,244
2000,VOLKSWAGEN,COMPACT,2,4,M5,X,11.2,8.3,9.9,29,228
2000,VOLKSWAGEN,COMPACT,2.8,6,A4,X,14.2,9.9,12.3,23,283
2000,VOLKSWAGEN,COMPACT,2.8,6,M5,X,13.6,9.1,11.6,24,267
2000,VOLKSWAGEN,COMPACT,1.9,4,A4,D,8.1,5.8,7.1,40,192
2000,VOLKSWAGEN,COMPACT,1.9,4,M5,D,6.7,5.4,6.1,46,165
2000,VOLKSWAGEN,SUBCOMPACT,1.8,4,A4,Z,11.9,9.4,10.8,26,248
2000,VOLKSWAGEN,SUBCOMPACT,1.8,4,M5,Z,10.6,8.5,9.7,29,223
2000,VOLKSWAGEN,SUBCOMPACT,2,4,A4,X,11.9,9,10.6,27,244
2000,VOLKSWAGEN,SUBCOMPACT,2,4,M5,X,11.2,8.3,9.9,29,228
2000,VOLKSWAGEN,SUBCOMPACT,1.9,4,A4,D,8.1,5.8,7.1,40,192
2000,VOLKSWAGEN,SUBCOMPACT,1.9,4,M5,D,6.7,5.4,6.1,46,165
2000,VOLKSWAGEN,MID-SIZE,1.8,4,A5,Z,13.2,8.7,11.2,25,258
2000,VOLKSWAGEN,MID-SIZE,1.8,4,M5,Z,11.2,8.2,9.8,29,225
2000,VOLKSWAGEN,MID-SIZE,2.8,6,A5,Z,14.7,9.8,12.5,23,288
2000,VOLKSWAGEN,MID-SIZE,2.8,6,M5,Z,13.4,8.9,11.4,25,262
2000,VOLKSWAGEN,STATION WAGON - MID-SIZE,1.8,4,A5,Z,13.2,8.7,11.2,25,258
2000,VOLKSWAGEN,STATION WAGON - MID-SIZE,1.8,4,M5,Z,11.2,8.2,9.8,29,225
2000,VOLKSWAGEN,STATION WAGON - MID-SIZE,2.8,6,A5,Z,14.7,9.8,12.5,23,288
2000,VOLKSWAGEN,STATION WAGON - MID-SIZE,2.8,6,M5,Z,13.4,8.9,11.4,25,262
2000,VOLVO,SUBCOMPACT,2.3,5,A4,Z,14.2,10.3,12.4,23,285
2000,VOLVO,SUBCOMPACT,2.3,5,M5,Z,13.4,9.7,11.7,24,269
2000,VOLVO,SUBCOMPACT,2.4,5,A4,Z,13.9,9.8,12.1,23,278
2000,VOLVO,COMPACT,2.3,5,A4,Z,13.9,9.5,11.9,24,274
2000,VOLVO,COMPACT,2.3,5,M5,Z,13,9.3,11.3,25,260
2000,VOLVO,COMPACT,2.4,5,A4,Z,13.6,9.7,11.9,24,274
2000,VOLVO,MID-SIZE,2.4,5,A5,Z,13.2,9.3,11.4,25,262
2000,VOLVO,MID-SIZE,2.4,5,M5,Z,12.6,8.9,10.9,26,251
2000,VOLVO,MID-SIZE,2.4,5,A4,Z,14.4,10.3,12.5,23,288
2000,VOLVO,MID-SIZE,2.4,5,A4,Z,13.6,9.7,11.9,24,274
2000,VOLVO,MID-SIZE,2.3,5,A4,Z,13.9,9.5,11.9,24,274
2000,VOLVO,MID-SIZE,2.3,5,M5,Z,13,9.3,11.3,25,260
2000,VOLVO,MID-SIZE,2.9,6,A4,Z,14.5,9.9,12.4,23,285
2000,VOLVO,MID-SIZE,2.8,6,AS4,Z,15.1,10.3,12.9,22,297
2000,VOLVO,STATION WAGON - MID-SIZE,2.4,5,A5,Z,13.2,9.3,11.4,25,262
2000,VOLVO,STATION WAGON - MID-SIZE,2.4,5,M5,Z,12.6,8.9,10.9,26,251
2000,VOLVO,STATION WAGON - MID-SIZE,2.4,5,A4,Z,14.4,10.3,12.5,23,288
2000,VOLVO,STATION WAGON - MID-SIZE,2.4,5,A4,Z,13.6,9.7,11.9,24,274
2000,VOLVO,STATION WAGON - MID-SIZE,2.3,5,A4,Z,13.9,9.5,11.9,24,274
2000,VOLVO,STATION WAGON - MID-SIZE,2.3,5,M5,Z,13,9.3,11.3,25,260
2000,VOLVO,STATION WAGON - MID-SIZE,2.4,5,A5,Z,14.7,10.9,13,22,299
,,,,,,,,,,,
"*Starting with the 2015 model year, vehicle manufacturers will use an improved testing procedure to determine the fuel consumption ratings of new light-duty vehicles. The new test methods result in higher fuel consumption ratings that are",,,,,,,,,,,
"more representative of everyday driving. To help you compare vehicles from different model years, the ratings for 1995-2014 vehicles have been adjusted to reflect the new test methods. Note that these  are approximate values that were ",,,,,,,,,,,
"generated from the original ratings, not from vehicle testing.",,,,,,,,,,,
,,,,,,,,,,,
Understanding the Table,,,,,,,,,,,
Model,4WD/4X4 = Four-wheel drive,,,,,,,,,,
,AWD = All-wheel drive,,,,,,,,,,
,CNG = Compressed natural gas,,,,,,,,,,
,FFV = Flexible-fuel vehicle,,,,,,,,,,
,NGV = Natural gas vehicle,,,,,,,,,,
,# = High output engine that provides more power than the standard engine of the same size,,,,,,,,,,
Transmission,A = Automatic,,,,,,,,,,
,AM = Automated manual,,,,,,,,,,
,AS = Automatic with select shift,,,,,,,,,,
,AV = Continuously variable,,,,,,,,,,
,M = Manual,,,,,,,,,,
,3 – 10 = Number of gears,,,,,,,,,,
Fuel Type,X = Regular gasoline,,,,,,,,,,
,Z = Premium gasoline,,,,,,,,,,
,D = Diesel,,,,,,,,,,
,E = Ethanol (E85),,,,,,,,,,
,N = Natural Gas,,,,,,,,,,
Fuel Consumption,"City and highway fuel consumption ratings are shown in litres per 100 kilometres (L/100 km) - combined rating (55% city, 45% hwy) is shown in L/100 km and in miles per imperial gallon (mpg)",,,,,,,,,,
CO2 Emissions (g/km),Estimated tailpipe carbon dioxide emissions (in grams per kilometre) are based on fuel type and the combined fuel consumption rating.,,,,,,,,,,
